YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2013/11,NonStructural Fires,Queens,280,04:48
2013/11,Structural Fires,Citywide,2453,04:06
2013/11,Structural Fires,Manhattan,550,04:14
2013/11,Structural Fires,Bronx,584,04:15
2013/11,Structural Fires,Staten Island,128,04:29
2013/11,Structural Fires,Brooklyn,729,03:38
2013/11,Structural Fires,Queens,462,04:21
2013/12,All Fire/Emergency Incidents,Citywide,40479,04:45
2013/12,All Fire/Emergency Incidents,Manhattan,10971,05:02
2013/12,All Fire/Emergency Incidents,Bronx,8230,05:01
2013/12,All Fire/Emergency Incidents,Staten Island,1904,04:59
2013/12,All Fire/Emergency Incidents,Brooklyn,11581,04:12
2013/12,All Fire/Emergency Incidents,Queens,7793,04:54
2013/12,False Alarm,Citywide,1340,04:35
2013/12,False Alarm,Manhattan,322,05:15
2013/12,False Alarm,Bronx,334,04:41
2013/12,False Alarm,Staten Island,103,04:23
2013/12,False Alarm,Brooklyn,349,03:59
2013/12,False Alarm,Queens,232,04:30
2013/12,Medical Emergencies,Citywide,17839,04:25
2013/12,Medical Emergencies,Manhattan,4698,04:38
2013/12,Medical Emergencies,Bronx,3520,04:36
2013/12,Medical Emergencies,Staten Island,832,04:51
2013/12,Medical Emergencies,Brooklyn,5148,03:58
2013/12,Medical Emergencies,Queens,3641,04:35
2013/12,Medical False Alarm,Citywide,272,04:13
2013/12,Medical False Alarm,Manhattan,71,04:29
2013/12,Medical False Alarm,Bronx,49,04:37
2013/12,Medical False Alarm,Staten Island,7,05:25
2013/12,Medical False Alarm,Brooklyn,104,03:48
2013/12,Medical False Alarm,Queens,41,04:06
2013/12,NonMedical Emergencies,Citywide,17079,05:10
2013/12,NonMedical Emergencies,Manhattan,4901,05:25
2013/12,NonMedical Emergencies,Bronx,3516,05:30
2013/12,NonMedical Emergencies,Staten Island,826,05:15
2013/12,NonMedical Emergencies,Brooklyn,4725,04:34
2013/12,NonMedical Emergencies,Queens,3111,05:19
2013/12,NonStructural Fires,Citywide,1610,04:20
2013/12,NonStructural Fires,Manhattan,496,04:37
2013/12,NonStructural Fires,Bronx,236,04:31
2013/12,NonStructural Fires,Staten Island,24,04:26
2013/12,NonStructural Fires,Brooklyn,553,03:48
2013/12,NonStructural Fires,Queens,301,04:41
2013/12,Structural Fires,Citywide,2339,04:09
2013/12,Structural Fires,Manhattan,483,04:12
2013/12,Structural Fires,Bronx,575,04:20
2013/12,Structural Fires,Staten Island,112,04:30
2013/12,Structural Fires,Brooklyn,702,03:40
2013/12,Structural Fires,Queens,467,04:31
2014/01,All Fire/Emergency Incidents,Citywide,47381,05:10
2014/01,All Fire/Emergency Incidents,Manhattan,12810,05:21
2014/01,All Fire/Emergency Incidents,Bronx,8824,05:18
2014/01,All Fire/Emergency Incidents,Staten Island,2512,05:32
2014/01,All Fire/Emergency Incidents,Brooklyn,13929,04:41
2014/01,All Fire/Emergency Incidents,Queens,9306,05:25
2014/01,False Alarm,Citywide,1459,04:46
2014/01,False Alarm,Manhattan,290,05:01
2014/01,False Alarm,Bronx,310,04:54
2014/01,False Alarm,Staten Island,98,04:59
2014/01,False Alarm,Brooklyn,392,04:12
2014/01,False Alarm,Queens,369,04:59
2014/01,Medical Emergencies,Citywide,17188,04:31
2014/01,Medical Emergencies,Manhattan,4407,04:45
2014/01,Medical Emergencies,Bronx,3341,04:40
2014/01,Medical Emergencies,Staten Island,881,04:40
2014/01,Medical Emergencies,Brooklyn,5063,04:09
2014/01,Medical Emergencies,Queens,3496,04:40
2014/01,Medical False Alarm,Citywide,221,04:39
2014/01,Medical False Alarm,Manhattan,58,05:12
2014/01,Medical False Alarm,Bronx,32,05:03
2014/01,Medical False Alarm,Staten Island,10,04:24
2014/01,Medical False Alarm,Brooklyn,76,03:56
2014/01,Medical False Alarm,Queens,45,04:59
2014/01,NonMedical Emergencies,Citywide,24095,05:42
2014/01,NonMedical Emergencies,Manhattan,6777,05:46
2014/01,NonMedical Emergencies,Bronx,4416,05:50
2014/01,NonMedical Emergencies,Staten Island,1384,06:07
2014/01,NonMedical Emergencies,Brooklyn,7012,05:12
2014/01,NonMedical Emergencies,Queens,4506,06:04
2014/01,NonStructural Fires,Citywide,1985,04:22
2014/01,NonStructural Fires,Manhattan,664,04:33
2014/01,NonStructural Fires,Bronx,179,04:30
2014/01,NonStructural Fires,Staten Island,28,04:44
2014/01,NonStructural Fires,Brooklyn,639,03:50
2014/01,NonStructural Fires,Queens,475,04:46
2014/01,Structural Fires,Citywide,2433,04:14
2014/01,Structural Fires,Manhattan,614,04:29
2014/01,Structural Fires,Bronx,546,04:22
2014/01,Structural Fires,Staten Island,111,04:34
2014/01,Structural Fires,Brooklyn,747,03:42
2014/01,Structural Fires,Queens,415,04:37
2014/02,All Fire/Emergency Incidents,Citywide,37956,05:01
2014/02,All Fire/Emergency Incidents,Manhattan,10155,05:11
2014/02,All Fire/Emergency Incidents,Bronx,7279,05:22
2014/02,All Fire/Emergency Incidents,Staten Island,1967,05:09
2014/02,All Fire/Emergency Incidents,Brooklyn,11034,04:30
2014/02,All Fire/Emergency Incidents,Queens,7521,05:13
2014/02,False Alarm,Citywide,1268,04:51
2014/02,False Alarm,Manhattan,309,05:08
2014/02,False Alarm,Bronx,220,05:06
2014/02,False Alarm,Staten Island,74,04:53
2014/02,False Alarm,Brooklyn,340,04:18
2014/02,False Alarm,Queens,325,05:00
2014/02,Medical Emergencies,Citywide,14977,04:36
2014/02,Medical Emergencies,Manhattan,3974,04:44
2014/02,Medical Emergencies,Bronx,2926,04:50
2014/02,Medical Emergencies,Staten Island,756,04:42
2014/02,Medical Emergencies,Brooklyn,4280,04:12
2014/02,Medical Emergencies,Queens,3041,04:45
2014/02,Medical False Alarm,Citywide,190,04:39
2014/02,Medical False Alarm,Manhattan,60,04:33
2014/02,Medical False Alarm,Bronx,37,05:38
2014/02,Medical False Alarm,Staten Island,8,04:06
2014/02,Medical False Alarm,Brooklyn,54,04:04
2014/02,Medical False Alarm,Queens,31,04:51
2014/02,NonMedical Emergencies,Citywide,16912,05:30
2014/02,NonMedical Emergencies,Manhattan,4628,05:37
2014/02,NonMedical Emergencies,Bronx,3325,05:54
2014/02,NonMedical Emergencies,Staten Island,997,05:29
2014/02,NonMedical Emergencies,Brooklyn,4801,04:56
2014/02,NonMedical Emergencies,Queens,3161,05:45
2014/02,NonStructural Fires,Citywide,2562,04:31
2014/02,NonStructural Fires,Manhattan,698,04:44
2014/02,NonStructural Fires,Bronx,285,04:51
2014/02,NonStructural Fires,Staten Island,43,05:38
2014/02,NonStructural Fires,Brooklyn,956,04:04
2014/02,NonStructural Fires,Queens,580,04:48
2014/02,Structural Fires,Citywide,2047,04:15
2014/02,Structural Fires,Manhattan,486,04:19
2014/02,Structural Fires,Bronx,486,04:30
2014/02,Structural Fires,Staten Island,89,04:42
2014/02,Structural Fires,Brooklyn,603,03:46
2014/02,Structural Fires,Queens,383,04:33
2014/03,All Fire/Emergency Incidents,Citywide,43002,04:43
2014/03,All Fire/Emergency Incidents,Manhattan,11882,04:55
2014/03,All Fire/Emergency Incidents,Bronx,8448,05:01
2014/03,All Fire/Emergency Incidents,Staten Island,2140,04:51
2014/03,All Fire/Emergency Incidents,Brooklyn,12301,04:13
2014/03,All Fire/Emergency Incidents,Queens,8231,04:52
2014/03,False Alarm,Citywide,1635,04:37
2014/03,False Alarm,Manhattan,371,05:03
2014/03,False Alarm,Bronx,366,04:42
2014/03,False Alarm,Staten Island,124,05:01
2014/03,False Alarm,Brooklyn,413,04:04
2014/03,False Alarm,Queens,361,04:34
2014/03,Medical Emergencies,Citywide,17470,04:23
2014/03,Medical Emergencies,Manhattan,4481,04:34
2014/03,Medical Emergencies,Bronx,3367,04:36
2014/03,Medical Emergencies,Staten Island,848,04:29
2014/03,Medical Emergencies,Brooklyn,5220,04:02
2014/03,Medical Emergencies,Queens,3554,04:32
2014/03,Medical False Alarm,Citywide,240,04:15
2014/03,Medical False Alarm,Manhattan,58,04:11
2014/03,Medical False Alarm,Bronx,47,04:37
2014/03,Medical False Alarm,Staten Island,6,07:06
2014/03,Medical False Alarm,Brooklyn,89,03:51
2014/03,Medical False Alarm,Queens,40,04:21
2014/03,NonMedical Emergencies,Citywide,19952,05:04
2014/03,NonMedical Emergencies,Manhattan,6047,05:11
2014/03,NonMedical Emergencies,Bronx,3964,05:27
2014/03,NonMedical Emergencies,Staten Island,962,05:09
2014/03,NonMedical Emergencies,Brooklyn,5459,04:31
2014/03,NonMedical Emergencies,Queens,3520,05:14
2014/03,NonStructural Fires,Citywide,1286,04:18
2014/03,NonStructural Fires,Manhattan,338,04:35
2014/03,NonStructural Fires,Bronx,180,04:41
2014/03,NonStructural Fires,Staten Island,70,04:47
2014/03,NonStructural Fires,Brooklyn,403,03:40
2014/03,NonStructural Fires,Queens,295,04:31
2014/03,Structural Fires,Citywide,2419,04:03
2014/03,Structural Fires,Manhattan,587,04:12
2014/03,Structural Fires,Bronx,524,04:12
2014/03,Structural Fires,Staten Island,130,04:24
2014/03,Structural Fires,Brooklyn,717,03:31
2014/03,Structural Fires,Queens,461,04:27
2014/04,All Fire/Emergency Incidents,Citywide,42421,04:41
2014/04,All Fire/Emergency Incidents,Manhattan,11596,04:53
2014/04,All Fire/Emergency Incidents,Bronx,8386,04:55
2014/04,All Fire/Emergency Incidents,Staten Island,2115,04:49
2014/04,All Fire/Emergency Incidents,Brooklyn,11853,04:11
2014/04,All Fire/Emergency Incidents,Queens,8471,04:51
2014/04,False Alarm,Citywide,1698,04:33
2014/04,False Alarm,Manhattan,406,04:46
2014/04,False Alarm,Bronx,360,04:38
2014/04,False Alarm,Staten Island,132,04:53
2014/04,False Alarm,Brooklyn,396,04:08
2014/04,False Alarm,Queens,404,04:35
2014/04,Medical Emergencies,Citywide,17893,04:20
2014/04,Medical Emergencies,Manhattan,4742,04:28
2014/04,Medical Emergencies,Bronx,3491,04:31
2014/04,Medical Emergencies,Staten Island,826,04:25
2014/04,Medical Emergencies,Brooklyn,5130,03:57
2014/04,Medical Emergencies,Queens,3704,04:29
2014/04,Medical False Alarm,Citywide,261,04:22
2014/04,Medical False Alarm,Manhattan,61,04:12
2014/04,Medical False Alarm,Bronx,61,04:50
2014/04,Medical False Alarm,Staten Island,11,04:24
2014/04,Medical False Alarm,Brooklyn,84,03:55
2014/04,Medical False Alarm,Queens,44,04:46
2014/04,NonMedical Emergencies,Citywide,18946,05:02
2014/04,NonMedical Emergencies,Manhattan,5523,05:12
2014/04,NonMedical Emergencies,Bronx,3795,05:19
2014/04,NonMedical Emergencies,Staten Island,919,05:07
2014/04,NonMedical Emergencies,Brooklyn,5117,04:29
2014/04,NonMedical Emergencies,Queens,3592,05:14
2014/04,NonStructural Fires,Citywide,1391,04:33
2014/04,NonStructural Fires,Manhattan,356,04:33
2014/04,NonStructural Fires,Bronx,186,04:49
2014/04,NonStructural Fires,Staten Island,100,04:55
2014/04,NonStructural Fires,Brooklyn,424,03:58
2014/04,NonStructural Fires,Queens,325,04:54
2014/04,Structural Fires,Citywide,2232,04:07
2014/04,Structural Fires,Manhattan,508,04:14
2014/04,Structural Fires,Bronx,493,04:15
2014/04,Structural Fires,Staten Island,127,04:37
2014/04,Structural Fires,Brooklyn,702,03:39
2014/04,Structural Fires,Queens,402,04:26
2014/05,All Fire/Emergency Incidents,Citywide,43424,04:41
2014/05,All Fire/Emergency Incidents,Manhattan,12068,04:55
2014/05,All Fire/Emergency Incidents,Bronx,8505,04:54
2014/05,All Fire/Emergency Incidents,Staten Island,2176,04:45
2014/05,All Fire/Emergency Incidents,Brooklyn,12200,04:10
2014/05,All Fire/Emergency Incidents,Queens,8475,04:53
2014/05,False Alarm,Citywide,1769,04:36
2014/05,False Alarm,Manhattan,394,04:58
2014/05,False Alarm,Bronx,434,04:45
2014/05,False Alarm,Staten Island,121,04:40
2014/05,False Alarm,Brooklyn,434,04:04
2014/05,False Alarm,Queens,386,04:37
2014/05,Medical Emergencies,Citywide,19264,04:18
2014/05,Medical Emergencies,Manhattan,5303,04:29
2014/05,Medical Emergencies,Bronx,3649,04:28
2014/05,Medical Emergencies,Staten Island,899,04:24
2014/05,Medical Emergencies,Brooklyn,5612,03:55
2014/05,Medical Emergencies,Queens,3801,04:30
2014/05,Medical False Alarm,Citywide,289,04:19
2014/05,Medical False Alarm,Manhattan,71,04:34
2014/05,Medical False Alarm,Bronx,53,04:15
2014/05,Medical False Alarm,Staten Island,11,05:03
2014/05,Medical False Alarm,Brooklyn,98,03:48
2014/05,Medical False Alarm,Queens,56,04:49
2014/05,NonMedical Emergencies,Citywide,18789,05:05
2014/05,NonMedical Emergencies,Manhattan,5571,05:17
2014/05,NonMedical Emergencies,Bronx,3714,05:22
2014/05,NonMedical Emergencies,Staten Island,936,05:03
2014/05,NonMedical Emergencies,Brooklyn,5048,04:31
2014/05,NonMedical Emergencies,Queens,3520,05:18
2014/05,NonStructural Fires,Citywide,1119,04:25
2014/05,NonStructural Fires,Manhattan,259,04:36
2014/05,NonStructural Fires,Bronx,180,04:35
2014/05,NonStructural Fires,Staten Island,85,04:53
2014/05,NonStructural Fires,Brooklyn,335,03:50
2014/05,NonStructural Fires,Queens,260,04:42
2014/05,Structural Fires,Citywide,2194,04:08
2014/05,Structural Fires,Manhattan,470,04:18
2014/05,Structural Fires,Bronx,475,04:10
2014/05,Structural Fires,Staten Island,124,04:27
2014/05,Structural Fires,Brooklyn,673,03:39
2014/05,Structural Fires,Queens,452,04:32
2014/06,All Fire/Emergency Incidents,Citywide,43501,04:42
2014/06,All Fire/Emergency Incidents,Manhattan,12145,04:54
2014/06,All Fire/Emergency Incidents,Bronx,8737,04:56
2014/06,All Fire/Emergency Incidents,Staten Island,2196,04:50
2014/06,All Fire/Emergency Incidents,Brooklyn,12073,04:10
2014/06,All Fire/Emergency Incidents,Queens,8350,04:53
2014/06,False Alarm,Citywide,1912,04:29
2014/06,False Alarm,Manhattan,440,04:39
2014/06,False Alarm,Bronx,490,04:38
2014/06,False Alarm,Staten Island,169,04:37
2014/06,False Alarm,Brooklyn,433,04:04
2014/06,False Alarm,Queens,380,04:31
2014/06,Medical Emergencies,Citywide,19940,04:18
2014/06,Medical Emergencies,Manhattan,5548,04:28
2014/06,Medical Emergencies,Bronx,3818,04:26
2014/06,Medical Emergencies,Staten Island,899,04:36
2014/06,Medical Emergencies,Brooklyn,5801,03:55
2014/06,Medical Emergencies,Queens,3874,04:29
2014/06,Medical False Alarm,Citywide,315,04:23
2014/06,Medical False Alarm,Manhattan,61,04:22
2014/06,Medical False Alarm,Bronx,70,04:50
2014/06,Medical False Alarm,Staten Island,12,04:21
2014/06,Medical False Alarm,Brooklyn,118,03:51
2014/06,Medical False Alarm,Queens,54,04:59
2014/06,NonMedical Emergencies,Citywide,18151,05:08
2014/06,NonMedical Emergencies,Manhattan,5334,05:19
2014/06,NonMedical Emergencies,Bronx,3734,05:28
2014/06,NonMedical Emergencies,Staten Island,921,05:07
2014/06,NonMedical Emergencies,Brooklyn,4773,04:32
2014/06,NonMedical Emergencies,Queens,3389,05:21
2014/06,NonStructural Fires,Citywide,1254,04:18
2014/06,NonStructural Fires,Manhattan,331,04:21
2014/06,NonStructural Fires,Bronx,191,04:40
2014/06,NonStructural Fires,Staten Island,89,04:38
2014/06,NonStructural Fires,Brooklyn,354,03:41
2014/06,NonStructural Fires,Queens,289,04:38
2014/06,Structural Fires,Citywide,1929,04:06
2014/06,Structural Fires,Manhattan,431,04:17
2014/06,Structural Fires,Bronx,434,04:12
2014/06,Structural Fires,Staten Island,106,04:39
2014/06,Structural Fires,Brooklyn,594,03:37
2014/06,Structural Fires,Queens,364,04:24
2014/07,All Fire/Emergency Incidents,Citywide,44793,04:44
2014/07,All Fire/Emergency Incidents,Manhattan,12381,04:55
2014/07,All Fire/Emergency Incidents,Bronx,9051,05:00
2014/07,All Fire/Emergency Incidents,Staten Island,2290,04:49
2014/07,All Fire/Emergency Incidents,Brooklyn,12211,04:14
2014/07,All Fire/Emergency Incidents,Queens,8860,04:52
2014/07,False Alarm,Citywide,2018,04:36
2014/07,False Alarm,Manhattan,475,04:53
2014/07,False Alarm,Bronx,554,04:35
2014/07,False Alarm,Staten Island,157,04:41
2014/07,False Alarm,Brooklyn,436,04:23
2014/07,False Alarm,Queens,396,04:33
2014/07,Medical Emergencies,Citywide,19834,04:16
2014/07,Medical Emergencies,Manhattan,5428,04:23
2014/07,Medical Emergencies,Bronx,3723,04:29
2014/07,Medical Emergencies,Staten Island,968,04:29
2014/07,Medical Emergencies,Brooklyn,5791,03:54
2014/07,Medical Emergencies,Queens,3924,04:25
2014/07,Medical False Alarm,Citywide,308,04:28
2014/07,Medical False Alarm,Manhattan,99,04:16
2014/07,Medical False Alarm,Bronx,63,04:40
2014/07,Medical False Alarm,Staten Island,16,04:54
2014/07,Medical False Alarm,Brooklyn,80,04:17
2014/07,Medical False Alarm,Queens,50,04:49
2014/07,NonMedical Emergencies,Citywide,19507,05:11
2014/07,NonMedical Emergencies,Manhattan,5675,05:20
2014/07,NonMedical Emergencies,Bronx,4079,05:31
2014/07,NonMedical Emergencies,Staten Island,982,05:09
2014/07,NonMedical Emergencies,Brooklyn,4957,04:38
2014/07,NonMedical Emergencies,Queens,3814,05:20
2014/07,NonStructural Fires,Citywide,1240,04:26
2014/07,NonStructural Fires,Manhattan,313,04:32
2014/07,NonStructural Fires,Bronx,215,04:30
2014/07,NonStructural Fires,Staten Island,79,04:42
2014/07,NonStructural Fires,Brooklyn,352,04:02
2014/07,NonStructural Fires,Queens,281,04:40
2014/07,Structural Fires,Citywide,1886,04:06
2014/07,Structural Fires,Manhattan,391,04:16
2014/07,Structural Fires,Bronx,417,04:17
2014/07,Structural Fires,Staten Island,88,04:28
2014/07,Structural Fires,Brooklyn,595,03:37
2014/07,Structural Fires,Queens,395,04:25
2014/08,All Fire/Emergency Incidents,Citywide,43472,04:39
2014/08,All Fire/Emergency Incidents,Manhattan,12000,04:49
2014/08,All Fire/Emergency Incidents,Bronx,8753,04:57
2014/08,All Fire/Emergency Incidents,Staten Island,2047,04:46
2014/08,All Fire/Emergency Incidents,Brooklyn,12060,04:09
2014/08,All Fire/Emergency Incidents,Queens,8612,04:50
2014/08,False Alarm,Citywide,1856,04:32
2014/08,False Alarm,Manhattan,421,04:45
2014/08,False Alarm,Bronx,444,04:43
2014/08,False Alarm,Staten Island,136,04:44
2014/08,False Alarm,Brooklyn,406,04:04
2014/08,False Alarm,Queens,449,04:32
2014/08,Medical Emergencies,Citywide,20395,04:16
2014/08,Medical Emergencies,Manhattan,5751,04:21
2014/08,Medical Emergencies,Bronx,3839,04:27
2014/08,Medical Emergencies,Staten Island,887,04:29
2014/08,Medical Emergencies,Brooklyn,5925,03:55
2014/08,Medical Emergencies,Queens,3993,04:27
2014/08,Medical False Alarm,Citywide,297,04:20
2014/08,Medical False Alarm,Manhattan,77,04:38
2014/08,Medical False Alarm,Bronx,61,04:28
2014/08,Medical False Alarm,Staten Island,11,04:28
2014/08,Medical False Alarm,Brooklyn,96,03:56
2014/08,Medical False Alarm,Queens,52,04:28
2014/08,NonMedical Emergencies,Citywide,17849,05:05
2014/08,NonMedical Emergencies,Manhattan,5029,05:15
2014/08,NonMedical Emergencies,Bronx,3818,05:26
2014/08,NonMedical Emergencies,Staten Island,827,05:05
2014/08,NonMedical Emergencies,Brooklyn,4722,04:29
2014/08,NonMedical Emergencies,Queens,3453,05:19
2014/08,NonStructural Fires,Citywide,1130,04:26
2014/08,NonStructural Fires,Manhattan,274,04:43
2014/08,NonStructural Fires,Bronx,185,04:21
2014/08,NonStructural Fires,Staten Island,86,04:31
2014/08,NonStructural Fires,Brooklyn,320,04:02
2014/08,NonStructural Fires,Queens,265,04:37
2014/08,Structural Fires,Citywide,1945,04:06
2014/08,Structural Fires,Manhattan,448,04:15
2014/08,Structural Fires,Bronx,406,04:22
2014/08,Structural Fires,Staten Island,100,04:32
2014/08,Structural Fires,Brooklyn,591,03:33
2014/08,Structural Fires,Queens,400,04:23
2014/09,All Fire/Emergency Incidents,Citywide,42835,04:43
2014/09,All Fire/Emergency Incidents,Manhattan,12225,04:56
2014/09,All Fire/Emergency Incidents,Bronx,8441,04:55
2014/09,All Fire/Emergency Incidents,Staten Island,2073,04:43
2014/09,All Fire/Emergency Incidents,Brooklyn,11763,04:12
2014/09,All Fire/Emergency Incidents,Queens,8333,04:54
2014/09,False Alarm,Citywide,1629,04:36
2014/09,False Alarm,Manhattan,371,04:52
2014/09,False Alarm,Bronx,390,04:38
2014/09,False Alarm,Staten Island,97,04:49
2014/09,False Alarm,Brooklyn,381,04:07
2014/09,False Alarm,Queens,390,04:42
2014/09,Medical Emergencies,Citywide,20573,04:22
2014/09,Medical Emergencies,Manhattan,5793,04:32
2014/09,Medical Emergencies,Bronx,3930,04:32
2014/09,Medical Emergencies,Staten Island,961,04:29
2014/09,Medical Emergencies,Brooklyn,5794,03:57
2014/09,Medical Emergencies,Queens,4095,04:32
2014/09,Medical False Alarm,Citywide,302,04:22
2014/09,Medical False Alarm,Manhattan,90,04:46
2014/09,Medical False Alarm,Bronx,52,04:14
2014/09,Medical False Alarm,Staten Island,11,04:30
2014/09,Medical False Alarm,Brooklyn,97,03:53
2014/09,Medical False Alarm,Queens,52,04:41
2014/09,NonMedical Emergencies,Citywide,17332,05:07
2014/09,NonMedical Emergencies,Manhattan,5208,05:18
2014/09,NonMedical Emergencies,Bronx,3462,05:24
2014/09,NonMedical Emergencies,Staten Island,832,04:56
2014/09,NonMedical Emergencies,Brooklyn,4638,04:34
2014/09,NonMedical Emergencies,Queens,3192,05:22
2014/09,NonStructural Fires,Citywide,1022,04:19
2014/09,NonStructural Fires,Manhattan,274,04:35
2014/09,NonStructural Fires,Bronx,190,04:36
2014/09,NonStructural Fires,Staten Island,84,04:46
2014/09,NonStructural Fires,Brooklyn,257,03:42
2014/09,NonStructural Fires,Queens,217,04:19
2014/09,Structural Fires,Citywide,1977,04:11
2014/09,Structural Fires,Manhattan,489,04:20
2014/09,Structural Fires,Bronx,417,04:09
2014/09,Structural Fires,Staten Island,88,04:41
2014/09,Structural Fires,Brooklyn,596,03:44
2014/09,Structural Fires,Queens,387,04:37
2014/10,All Fire/Emergency Incidents,Citywide,45249,04:43
2014/10,All Fire/Emergency Incidents,Manhattan,12617,04:58
2014/10,All Fire/Emergency Incidents,Bronx,9077,04:55
2014/10,All Fire/Emergency Incidents,Staten Island,2258,04:51
2014/10,All Fire/Emergency Incidents,Brooklyn,12485,04:10
2014/10,All Fire/Emergency Incidents,Queens,8812,04:56
2014/10,False Alarm,Citywide,1692,04:41
2014/10,False Alarm,Manhattan,383,05:13
2014/10,False Alarm,Bronx,379,04:46
2014/10,False Alarm,Staten Island,152,04:38
2014/10,False Alarm,Brooklyn,421,04:05
2014/10,False Alarm,Queens,357,04:46
2014/10,Medical Emergencies,Citywide,21130,04:23
2014/10,Medical Emergencies,Manhattan,5936,04:34
2014/10,Medical Emergencies,Bronx,4112,04:32
2014/10,Medical Emergencies,Staten Island,968,04:39
2014/10,Medical Emergencies,Brooklyn,5994,03:57
2014/10,Medical Emergencies,Queens,4120,04:35
2014/10,Medical False Alarm,Citywide,257,04:23
2014/10,Medical False Alarm,Manhattan,67,04:51
2014/10,Medical False Alarm,Bronx,46,04:28
2014/10,Medical False Alarm,Staten Island,11,04:13
2014/10,Medical False Alarm,Brooklyn,78,03:50
2014/10,Medical False Alarm,Queens,55,04:35
2014/10,NonMedical Emergencies,Citywide,18892,05:05
2014/10,NonMedical Emergencies,Manhattan,5420,05:20
2014/10,NonMedical Emergencies,Bronx,3905,05:20
2014/10,NonMedical Emergencies,Staten Island,923,05:08
2014/10,NonMedical Emergencies,Brooklyn,5062,04:28
2014/10,NonMedical Emergencies,Queens,3582,05:20
2014/10,NonStructural Fires,Citywide,865,04:25
2014/10,NonStructural Fires,Manhattan,245,04:40
2014/10,NonStructural Fires,Bronx,143,04:42
2014/10,NonStructural Fires,Staten Island,63,04:44
2014/10,NonStructural Fires,Brooklyn,221,03:46
2014/10,NonStructural Fires,Queens,193,04:31
2014/10,Structural Fires,Citywide,2413,04:14
2014/10,Structural Fires,Manhattan,566,04:21
2014/10,Structural Fires,Bronx,492,04:20
2014/10,Structural Fires,Staten Island,141,04:35
2014/10,Structural Fires,Brooklyn,709,03:43
2014/10,Structural Fires,Queens,505,04:37
2014/11,All Fire/Emergency Incidents,Citywide,43189,04:48
2014/11,All Fire/Emergency Incidents,Manhattan,11828,05:04
2014/11,All Fire/Emergency Incidents,Bronx,8571,04:59
2014/11,All Fire/Emergency Incidents,Staten Island,2040,04:51
2014/11,All Fire/Emergency Incidents,Brooklyn,12076,04:17
2014/11,All Fire/Emergency Incidents,Queens,8674,05:01
2014/11,False Alarm,Citywide,1561,04:40
2014/11,False Alarm,Manhattan,321,05:04
2014/11,False Alarm,Bronx,341,04:46
2014/11,False Alarm,Staten Island,140,04:24
2014/11,False Alarm,Brooklyn,391,04:16
2014/11,False Alarm,Queens,368,04:43
2014/11,Medical Emergencies,Citywide,19204,04:29
2014/11,Medical Emergencies,Manhattan,5304,04:42
2014/11,Medical Emergencies,Bronx,3659,04:36
2014/11,Medical Emergencies,Staten Island,899,04:41
2014/11,Medical Emergencies,Brooklyn,5443,04:05
2014/11,Medical Emergencies,Queens,3899,04:39
2014/11,Medical False Alarm,Citywide,277,04:22
2014/11,Medical False Alarm,Manhattan,66,04:44
2014/11,Medical False Alarm,Bronx,44,04:36
2014/11,Medical False Alarm,Staten Island,11,04:28
2014/11,Medical False Alarm,Brooklyn,89,03:43
2014/11,Medical False Alarm,Queens,67,04:42
2014/11,NonMedical Emergencies,Citywide,18642,05:10
2014/11,NonMedical Emergencies,Manhattan,5339,05:23
2014/11,NonMedical Emergencies,Bronx,3777,05:23
2014/11,NonMedical Emergencies,Staten Island,790,05:09
2014/11,NonMedical Emergencies,Brooklyn,5127,04:33
2014/11,NonMedical Emergencies,Queens,3609,05:28
2014/11,NonStructural Fires,Citywide,943,04:24
2014/11,NonStructural Fires,Manhattan,237,04:38
2014/11,NonStructural Fires,Bronx,176,04:42
2014/11,NonStructural Fires,Staten Island,66,04:44
2014/11,NonStructural Fires,Brooklyn,249,03:50
2014/11,NonStructural Fires,Queens,215,04:30
2014/11,Structural Fires,Citywide,2562,04:11
2014/11,Structural Fires,Manhattan,561,04:16
2014/11,Structural Fires,Bronx,574,04:20
2014/11,Structural Fires,Staten Island,134,04:36
2014/11,Structural Fires,Brooklyn,777,03:44
2014/11,Structural Fires,Queens,516,04:29
2014/12,All Fire/Emergency Incidents,Citywide,42575,04:47
2014/12,All Fire/Emergency Incidents,Manhattan,11383,05:04
2014/12,All Fire/Emergency Incidents,Bronx,8773,04:56
2014/12,All Fire/Emergency Incidents,Staten Island,2020,04:44
2014/12,All Fire/Emergency Incidents,Brooklyn,12036,04:18
2014/12,All Fire/Emergency Incidents,Queens,8363,04:59
2014/12,False Alarm,Citywide,1412,04:43
2014/12,False Alarm,Manhattan,331,05:17
2014/12,False Alarm,Bronx,313,04:35
2014/12,False Alarm,Staten Island,115,04:18
2014/12,False Alarm,Brooklyn,358,04:11
2014/12,False Alarm,Queens,295,04:59
2014/12,Medical Emergencies,Citywide,20037,04:29
2014/12,Medical Emergencies,Manhattan,5432,04:45
2014/12,Medical Emergencies,Bronx,3903,04:36
2014/12,Medical Emergencies,Staten Island,963,04:33
2014/12,Medical Emergencies,Brooklyn,5667,04:05
2014/12,Medical Emergencies,Queens,4072,04:40
2014/12,Medical False Alarm,Citywide,260,04:33
2014/12,Medical False Alarm,Manhattan,67,04:29
